date,opex_minus_one,vixpiration_minus_one,vixpiration,vixpiration_plus_one
2025-01-01,false,false,false,false
2025-01-02,false,false,false,false
2025-01-03,false,false,false,false
2025-01-04,false,false,false,false
2025-01-05,false,false,false,false
2025-01-06,false,false,false,false
2025-01-07,false,false,false,false
2025-01-08,false,false,false,false
2025-01-09,false,false,false,false
2025-01-10,false,false,false,false
2025-01-11,false,false,false,false
2025-01-12,false,false,false,false
2025-01-13,false,false,false,false
2025-01-14,false,false,false,false
2025-01-15,false,false,false,false
2025-01-16,true,false,false,false
2025-01-17,false,false,false,false
2025-01-18,false,false,false,false
2025-01-19,false,false,false,false
2025-01-20,false,false,false,false
2025-01-21,false,true,false,false
2025-01-22,false,false,true,false
2025-01-23,false,false,false,true
2025-01-24,false,false,false,false
2025-01-25,false,false,false,false
2025-01-26,false,false,false,false
2025-01-27,false,false,false,false
2025-01-28,false,false,false,false
2025-01-29,false,false,false,false
2025-01-30,false,false,false,false
2025-01-31,false,false,false,false
2025-02-01,false,false,false,false
2025-02-02,false,false,false,false
2025-02-03,false,false,false,false
2025-02-04,false,false,false,false
2025-02-05,false,false,false,false
2025-02-06,false,false,false,false
2025-02-07,false,false,false,false
2025-02-08,false,false,false,false
2025-02-09,false,false,false,false
2025-02-10,false,false,false,false
2025-02-11,false,false,false,false
2025-02-12,false,false,false,false
2025-02-13,false,false,false,false
2025-02-14,false,false,false,false
2025-02-15,false,false,false,false
2025-02-16,false,false,false,false
2025-02-17,false,false,false,false
2025-02-18,false,true,false,false
2025-02-19,false,false,true,false
2025-02-20,true,false,false,true
2025-02-21,false,false,false,false
2025-02-22,false,false,false,false
2025-02-23,false,false,false,false
2025-02-24,false,false,false,false
2025-02-25,false,false,false,false
2025-02-26,false,false,false,false
2025-02-27,false,false,false,false
2025-02-28,false,false,false,false
2025-03-01,false,false,false,false
2025-03-02,false,false,false,false
2025-03-03,false,false,false,false
2025-03-04,false,false,false,false
2025-03-05,false,false,false,false
2025-03-06,false,false,false,false
2025-03-07,false,false,false,false
2025-03-08,false,false,false,false
2025-03-09,false,false,false,false
2025-03-10,false,false,false,false
2025-03-11,false,false,false,false
2025-03-12,false,false,false,false
2025-03-13,false,false,false,false
2025-03-14,false,false,false,false
2025-03-15,false,false,false,false
2025-03-16,false,false,false,false
2025-03-17,false,true,false,false
2025-03-18,false,false,true,false
2025-03-19,false,false,false,true
2025-03-20,true,false,false,false
2025-03-21,false,false,false,false
2025-03-22,false,false,false,false
2025-03-23,false,false,false,false
2025-03-24,false,false,false,false
2025-03-25,false,false,false,false
2025-03-26,false,false,false,false
2025-03-27,false,false,false,false
2025-03-28,false,false,false,false
2025-03-29,false,false,false,false
2025-03-30,false,false,false,false
2025-03-31,false,false,false,false
2025-04-01,false,false,false,false
2025-04-02,false,false,false,false
2025-04-03,false,false,false,false
2025-04-04,false,false,false,false
2025-04-05,false,false,false,false
2025-04-06,false,false,false,false
2025-04-07,false,false,false,false
2025-04-08,false,false,false,false
2025-04-09,false,false,false,false
2025-04-10,false,false,false,false
2025-04-11,false,false,false,false
2025-04-12,false,false,false,false
2025-04-13,false,false,false,false
2025-04-14,false,false,false,false
2025-04-15,false,true,false,false
2025-04-16,true,false,true,false
2025-04-17,false,false,false,true
2025-04-18,false,false,false,false
2025-04-19,false,false,false,false
2025-04-20,false,false,false,false
2025-04-21,false,false,false,false
2025-04-22,false,false,false,false
2025-04-23,false,false,false,false
2025-04-24,false,false,false,false
2025-04-25,false,false,false,false
2025-04-26,false,false,false,false
2025-04-27,false,false,false,false
2025-04-28,false,false,false,false
2025-04-29,false,false,false,false
2025-04-30,false,false,false,false
2025-05-01,false,false,false,false
2025-05-02,false,false,false,false
2025-05-03,false,false,false,false
2025-05-04,false,false,false,false
2025-05-05,false,false,false,false
2025-05-06,false,false,false,false
2025-05-07,false,false,false,false
2025-05-08,false,false,false,false
2025-05-09,false,false,false,false
2025-05-10,false,false,false,false
2025-05-11,false,false,false,false
2025-05-12,false,false,false,false
2025-05-13,false,false,false,false
2025-05-14,false,false,false,false
2025-05-15,true,false,false,false
2025-05-16,false,false,false,false
2025-05-17,false,false,false,false
2025-05-18,false,false,false,false
2025-05-19,false,false,false,false
2025-05-20,false,true,false,false
2025-05-21,false,false,true,false
2025-05-22,false,false,false,true
2025-05-23,false,false,false,false
2025-05-24,false,false,false,false
2025-05-25,false,false,false,false
2025-05-26,false,false,false,false
2025-05-27,false,false,false,false
2025-05-28,false,false,false,false
2025-05-29,false,false,false,false
2025-05-30,false,false,false,false
2025-05-31,false,false,false,false
2025-06-01,false,false,false,false
2025-06-02,false,false,false,false
2025-06-03,false,false,false,false
2025-06-04,false,false,false,false
2025-06-05,false,false,false,false
2025-06-06,false,false,false,false
2025-06-07,false,false,false,false
2025-06-08,false,false,false,false
2025-06-09,false,false,false,false
2025-06-10,false,false,false,false
2025-06-11,false,false,false,false
2025-06-12,false,false,false,false
2025-06-13,false,false,false,false
2025-06-14,false,false,false,false
2025-06-15,false,false,false,false
2025-06-16,false,false,false,false
2025-06-17,false,true,false,false
2025-06-18,false,false,true,false
2025-06-19,true,false,false,true
2025-06-20,false,false,false,false
2025-06-21,false,false,false,false
2025-06-22,false,false,false,false
2025-06-23,false,false,false,false
2025-06-24,false,false,false,false
2025-06-25,false,false,false,false
2025-06-26,false,false,false,false
2025-06-27,false,false,false,false
2025-06-28,false,false,false,false
2025-06-29,false,false,false,false
2025-06-30,false,false,false,false
2025-07-01,false,false,false,false
2025-07-02,false,false,false,false
2025-07-03,false,false,false,false
2025-07-04,false,false,false,false
2025-07-05,false,false,false,false
2025-07-06,false,false,false,false
2025-07-07,false,false,false,false
2025-07-08,false,false,false,false
2025-07-09,false,false,false,false
2025-07-10,false,false,false,false
2025-07-11,false,false,false,false
2025-07-12,false,false,false,false
2025-07-13,false,false,false,false
2025-07-14,false,false,false,false
2025-07-15,false,true,false,false
2025-07-16,false,false,true,false
2025-07-17,true,false,false,true
2025-07-18,false,false,false,false
2025-07-19,false,false,false,false
2025-07-20,false,false,false,false
2025-07-21,false,false,false,false
2025-07-22,false,false,false,false
2025-07-23,false,false,false,false
2025-07-24,false,false,false,false
2025-07-25,false,false,false,false
2025-07-26,false,false,false,false
2025-07-27,false,false,false,false
2025-07-28,true,false,false,false
2025-07-29,false,false,false,false
2025-07-30,false,false,false,false
2025-07-31,false,false,false,false
2025-08-01,false,false,false,false
2025-08-02,false,false,false,false
2025-08-03,false,false,false,false
2025-08-04,false,false,false,false
2025-08-05,false,false,false,false
2025-08-06,false,false,false,false
2025-08-07,false,false,false,false
2025-08-08,false,false,false,false
2025-08-09,false,false,false,false
2025-08-10,false,false,false,false
2025-08-11,false,false,false,false
2025-08-12,false,false,false,false
2025-08-13,false,false,false,false
2025-08-14,true,false,false,false
2025-08-15,false,false,false,false
2025-08-16,false,false,false,false
2025-08-17,false,false,false,false
2025-08-18,false,false,false,false
2025-08-19,false,true,false,false
2025-08-20,false,false,true,false
2025-08-21,false,false,false,true
2025-08-22,false,false,false,false
2025-08-23,false,false,false,false
2025-08-24,false,false,false,false
2025-08-25,false,false,false,false
2025-08-26,false,false,false,false
2025-08-27,false,false,false,false
2025-08-28,false,false,false,false
2025-08-29,false,false,false,false
2025-08-30,false,false,false,false
2025-08-31,false,false,false,false
2025-09-01,false,false,false,false
2025-09-02,false,false,false,false
2025-09-03,false,false,false,false
2025-09-04,false,false,false,false
2025-09-05,false,false,false,false
2025-09-06,false,false,false,false
2025-09-07,false,false,false,false
2025-09-08,false,false,false,false
2025-09-09,false,false,false,false
2025-09-10,false,false,false,false
2025-09-11,false,false,false,false
2025-09-12,false,false,false,false
2025-09-13,false,false,false,false
2025-09-14,false,false,false,false
2025-09-15,false,false,false,false
2025-09-16,false,true,false,false
2025-09-17,false,false,true,false
2025-09-18,true,false,false,true
2025-09-19,false,false,false,false
2025-09-20,false,false,false,false
2025-09-21,false,false,false,false
2025-09-22,false,false,false,false
2025-09-23,false,false,false,false
2025-09-24,false,false,false,false
2025-09-25,false,false,false,false
2025-09-26,false,false,false,false
2025-09-27,false,false,false,false
2025-09-28,false,false,false,false
2025-09-29,false,false,false,false
2025-09-30,false,false,false,false
2025-10-01,false,false,false,false
2025-10-02,false,false,false,false
2025-10-03,false,false,false,false
2025-10-04,false,false,false,false
2025-10-05,false,false,false,false
2025-10-06,false,false,false,false
2025-10-07,false,false,false,false
2025-10-08,false,false,false,false
2025-10-09,false,false,false,false
2025-10-10,false,false,false,false
2025-10-11,false,false,false,false
2025-10-12,false,false,false,false
2025-10-13,false,false,false,false
2025-10-14,false,false,false,false
2025-10-15,false,false,false,false
2025-10-16,true,false,false,false
2025-10-17,false,false,false,false
2025-10-18,false,false,false,false
2025-10-19,false,false,false,false
2025-10-20,false,false,false,false
2025-10-21,false,true,false,false
2025-10-22,false,false,true,false
2025-10-23,false,false,false,true
2025-10-24,false,false,false,false
2025-10-25,false,false,false,false
2025-10-26,false,false,false,false
2025-10-27,false,false,false,false
2025-10-28,false,false,false,false
2025-10-29,false,false,false,false
2025-10-30,false,false,false,false
2025-10-31,false,false,false,false
2025-11-01,false,false,false,false
2025-11-02,false,false,false,false
2025-11-03,false,false,false,false
2025-11-04,false,false,false,false
2025-11-05,false,false,false,false
2025-11-06,false,false,false,false
2025-11-07,false,false,false,false
2025-11-08,false,false,false,false
2025-11-09,false,false,false,false
2025-11-10,false,false,false,false
2025-11-11,false,false,false,false
2025-11-12,false,false,false,false
2025-11-13,false,false,false,false
2025-11-14,false,false,false,false
2025-11-15,false,false,false,false
2025-11-16,false,false,false,false
2025-11-17,false,false,false,false
2025-11-18,false,true,false,false
2025-11-19,false,false,true,false
2025-11-20,true,false,false,true
2025-11-21,false,false,false,false
2025-11-22,false,false,false,false
2025-11-23,false,false,false,false
2025-11-24,false,false,false,false
2025-11-25,false,false,false,false
2025-11-26,false,false,false,false
2025-11-27,false,false,false,false
2025-11-28,false,false,false,false
2025-11-29,false,false,false,false
2025-11-30,false,false,false,false
2025-12-01,false,false,false,false
2025-12-02,false,false,false,false
2025-12-03,false,false,false,false
2025-12-04,false,false,false,false
2025-12-05,false,false,false,false
2025-12-06,false,false,false,false
2025-12-07,false,false,false,false
2025-12-08,false,false,false,false
2025-12-09,false,false,false,false
2025-12-10,false,false,false,false
2025-12-11,false,false,false,false
2025-12-12,false,false,false,false
2025-12-13,false,false,false,false
2025-12-14,false,false,false,false
2025-12-15,false,false,false,false
2025-12-16,false,true,false,false
2025-12-17,false,false,true,false
2025-12-18,true,false,false,true
2025-12-19,false,false,false,false
2025-12-20,false,false,false,false
2025-12-21,false,false,false,false
2025-12-22,false,false,false,false
2025-12-23,false,false,false,false
2025-12-24,false,false,false,false
2025-12-25,false,false,false,false
2025-12-26,false,false,false,false
2025-12-27,false,false,false,false
2025-12-28,false,false,false,false
2025-12-29,false,false,false,false
2025-12-30,false,false,false,false
2025-12-31,false,false,false,false
2026-01-01,false,false,false,false
2026-01-02,false,false,false,false
2026-01-03,false,false,false,false
2026-01-04,false,false,false,false
2026-01-05,false,false,false,false
2026-01-06,false,false,false,false
2026-01-07,false,false,false,false
2026-01-08,false,false,false,false
2026-01-09,false,false,false,false
2026-01-10,false,false,false,false
2026-01-11,false,false,false,false
2026-01-12,false,false,false,false
2026-01-13,false,false,false,false
2026-01-14,false,false,false,false
2026-01-15,true,false,false,false
2026-01-16,false,false,false,false
2026-01-17,false,false,false,false
2026-01-18,false,false,false,false
2026-01-19,false,false,false,false
2026-01-20,false,true,false,false
2026-01-21,false,false,true,false
2026-01-22,false,false,false,true
2026-01-23,false,false,false,false
2026-01-24,false,false,false,false
2026-01-25,false,false,false,false
2026-01-26,false,false,false,false
2026-01-27,false,false,false,false
2026-01-28,false,false,false,false
2026-01-29,false,false,false,false
2026-01-30,false,false,false,false
2026-01-31,false,false,false,false
2026-02-01,false,false,false,false
2026-02-02,false,false,false,false
2026-02-03,false,false,false,false
2026-02-04,false,false,false,false
2026-02-05,false,false,false,false
2026-02-06,false,false,false,false
2026-02-07,false,false,false,false
2026-02-08,false,false,false,false
2026-02-09,false,false,false,false
2026-02-10,false,false,false,false
2026-02-11,false,false,false,false
2026-02-12,false,false,false,false
2026-02-13,false,false,false,false
2026-02-14,false,false,false,false
2026-02-15,false,false,false,false
2026-02-16,false,false,false,false
2026-02-17,false,true,false,false
2026-02-18,false,false,true,false
2026-02-19,true,false,false,true
2026-02-20,false,false,false,false
2026-02-21,false,false,false,false
2026-02-22,false,false,false,false
2026-02-23,false,false,false,false
2026-02-24,false,false,false,false
2026-02-25,false,false,false,false
2026-02-26,false,false,false,false
2026-02-27,false,false,false,false
2026-02-28,false,false,false,false
2026-03-01,false,false,false,false
2026-03-02,false,false,false,false
2026-03-03,false,false,false,false
2026-03-04,false,false,false,false
2026-03-05,false,false,false,false
2026-03-06,false,false,false,false
2026-03-07,false,false,false,false
2026-03-08,false,false,false,false
2026-03-09,false,false,false,false
2026-03-10,false,false,false,false
2026-03-11,false,false,false,false
2026-03-12,false,false,false,false
2026-03-13,false,false,false,false
2026-03-14,false,false,false,false
2026-03-15,false,false,false,false
2026-03-16,false,false,false,false
2026-03-17,false,true,false,false
2026-03-18,false,false,true,false
2026-03-19,true,false,false,true
2026-03-20,false,false,false,false
2026-03-21,false,false,false,false
2026-03-22,false,false,false,false
2026-03-23,false,false,false,false
2026-03-24,false,false,false,false
2026-03-25,false,false,false,false
2026-03-26,false,false,false,false
2026-03-27,false,false,false,false
2026-03-28,false,false,false,false
2026-03-29,false,false,false,false
2026-03-30,false,false,false,false
2026-03-31,false,false,false,false
2026-04-01,false,false,false,false
2026-04-02,false,false,false,false
2026-04-03,false,false,false,false
2026-04-04,false,false,false,false
2026-04-05,false,false,false,false
2026-04-06,false,false,false,false
2026-04-07,false,false,false,false
2026-04-08,false,false,false,false
2026-04-09,false,false,false,false
2026-04-10,false,false,false,false
2026-04-11,false,false,false,false
2026-04-12,false,false,false,false
2026-04-13,false,false,false,false
2026-04-14,false,true,false,false
2026-04-15,false,false,true,false
2026-04-16,true,false,false,true
2026-04-17,false,false,false,false
2026-04-18,false,false,false,false
2026-04-19,false,false,false,false
2026-04-20,false,false,false,false
2026-04-21,false,false,false,false
2026-04-22,false,false,false,false
2026-04-23,false,false,false,false
2026-04-24,false,false,false,false
2026-04-25,false,false,false,false
2026-04-26,false,false,false,false
2026-04-27,false,false,false,false
2026-04-28,false,false,false,false
2026-04-29,false,false,false,false
2026-04-30,false,false,false,false
2026-05-01,false,false,false,false
2026-05-02,false,false,false,false
2026-05-03,false,false,false,false
2026-05-04,false,false,false,false
2026-05-05,false,false,false,false
2026-05-06,false,false,false,false
2026-05-07,false,false,false,false
2026-05-08,false,false,false,false
2026-05-09,false,false,false,false
2026-05-10,false,false,false,false
2026-05-11,false,false,false,false
2026-05-12,false,false,false,false
2026-05-13,false,false,false,false
2026-05-14,true,false,false,false
2026-05-15,false,false,false,false
2026-05-16,false,false,false,false
2026-05-17,false,false,false,false
2026-05-18,false,true,false,false
2026-05-19,false,false,true,false
2026-05-20,false,false,false,true
2026-05-21,false,false,false,false
2026-05-22,false,false,false,false
2026-05-23,false,false,false,false
2026-05-24,false,false,false,false
2026-05-25,false,false,false,false
2026-05-26,false,false,false,false
2026-05-27,false,false,false,false
2026-05-28,false,false,false,false
2026-05-29,false,false,false,false
2026-05-30,false,false,false,false
2026-05-31,false,false,false,false
2026-06-01,false,false,false,false
2026-06-02,false,false,false,false
2026-06-03,false,false,false,false
2026-06-04,false,false,false,false
2026-06-05,false,false,false,false
2026-06-06,false,false,false,false
2026-06-07,false,false,false,false
2026-06-08,false,false,false,false
2026-06-09,false,false,false,false
2026-06-10,false,false,false,false
2026-06-11,false,false,false,false
2026-06-12,false,false,false,false
2026-06-13,false,false,false,false
2026-06-14,false,false,false,false
2026-06-15,false,false,false,false
2026-06-16,false,true,false,false
2026-06-17,true,false,true,false
2026-06-18,false,false,false,true
2026-06-19,false,false,false,false
2026-06-20,false,false,false,false
2026-06-21,false,false,false,false
2026-06-22,false,false,false,false
2026-06-23,false,false,false,false
2026-06-24,false,false,false,false
2026-06-25,false,false,false,false
2026-06-26,false,false,false,false
2026-06-27,false,false,false,false
2026-06-28,false,false,false,false
2026-06-29,false,false,false,false
2026-06-30,false,false,false,false
2026-07-01,false,false,false,false
2026-07-02,false,false,false,false
2026-07-03,false,false,false,false
2026-07-04,false,false,false,false
2026-07-05,false,false,false,false
2026-07-06,false,false,false,false
2026-07-07,false,false,false,false
2026-07-08,false,false,false,false
2026-07-09,false,false,false,false
2026-07-10,false,false,false,false
2026-07-11,false,false,false,false
2026-07-12,false,false,false,false
2026-07-13,false,false,false,false
2026-07-14,false,false,false,false
2026-07-15,false,false,false,false
2026-07-16,true,false,false,false
2026-07-17,false,false,false,false
2026-07-18,false,false,false,false
2026-07-19,false,false,false,false
2026-07-20,false,false,false,false
2026-07-21,false,true,false,false
2026-07-22,false,false,true,false
2026-07-23,false,false,false,true
2026-07-24,false,false,false,false
2026-07-25,false,false,false,false
2026-07-26,false,false,false,false
2026-07-27,false,false,false,false
2026-07-28,false,false,false,false
2026-07-29,false,false,false,false
2026-07-30,false,false,false,false
2026-07-31,false,false,false,false
2026-08-01,false,false,false,false
2026-08-02,false,false,false,false
2026-08-03,false,false,false,false
2026-08-04,false,false,false,false
2026-08-05,false,false,false,false
2026-08-06,false,false,false,false
2026-08-07,false,false,false,false
2026-08-08,false,false,false,false
2026-08-09,false,false,false,false
2026-08-10,false,false,false,false
2026-08-11,false,false,false,false
2026-08-12,false,false,false,false
2026-08-13,false,false,false,false
2026-08-14,false,false,false,false
2026-08-15,false,false,false,false
2026-08-16,false,false,false,false
2026-08-17,false,false,false,false
2026-08-18,false,true,false,false
2026-08-19,false,false,true,false
2026-08-20,true,false,false,true
2026-08-21,false,false,false,false
2026-08-22,false,false,false,false
2026-08-23,false,false,false,false
2026-08-24,false,false,false,false
2026-08-25,false,false,false,false
2026-08-26,false,false,false,false
2026-08-27,false,false,false,false
2026-08-28,false,false,false,false
2026-08-29,false,false,false,false
2026-08-30,false,false,false,false
2026-08-31,false,false,false,false
2026-09-01,false,false,false,false
2026-09-02,false,false,false,false
2026-09-03,false,false,false,false
2026-09-04,false,false,false,false
2026-09-05,false,false,false,false
2026-09-06,false,false,false,false
2026-09-07,false,false,false,false
2026-09-08,false,false,false,false
2026-09-09,false,false,false,false
2026-09-10,false,false,false,false
2026-09-11,false,false,false,false
2026-09-12,false,false,false,false
2026-09-13,false,false,false,false
2026-09-14,false,false,false,false
2026-09-15,false,true,false,false
2026-09-16,false,false,true,false
2026-09-17,true,false,false,true
2026-09-18,false,false,false,false
2026-09-19,false,false,false,false
2026-09-20,false,false,false,false
2026-09-21,false,false,false,false
2026-09-22,false,false,false,false
2026-09-23,false,false,false,false
2026-09-24,false,false,false,false
2026-09-25,false,false,false,false
2026-09-26,false,false,false,false
2026-09-27,false,false,false,false
2026-09-28,false,false,false,false
2026-09-29,false,false,false,false
2026-09-30,false,false,false,false
2026-10-01,false,false,false,false
2026-10-02,false,false,false,false
2026-10-03,false,false,false,false
2026-10-04,false,false,false,false
2026-10-05,false,false,false,false
2026-10-06,false,false,false,false
2026-10-07,false,false,false,false
2026-10-08,false,false,false,false
2026-10-09,false,false,false,false
2026-10-10,false,false,false,false
2026-10-11,false,false,false,false
2026-10-12,false,false,false,false
2026-10-13,false,false,false,false
2026-10-14,false,false,false,false
2026-10-15,true,false,false,false
2026-10-16,false,false,false,false
2026-10-17,false,false,false,false
2026-10-18,false,false,false,false
2026-10-19,false,false,false,false
2026-10-20,false,true,false,false
2026-10-21,false,false,true,false
2026-10-22,false,false,false,true
2026-10-23,false,false,false,false
2026-10-24,false,false,false,false
2026-10-25,false,false,false,false
2026-10-26,false,false,false,false
2026-10-27,false,false,false,false
2026-10-28,false,false,false,false
2026-10-29,false,false,false,false
2026-10-30,false,false,false,false
2026-10-31,false,false,false,false
2026-11-01,false,false,false,false
2026-11-02,false,false,false,false
2026-11-03,false,false,false,false
2026-11-04,false,false,false,false
2026-11-05,false,false,false,false
2026-11-06,false,false,false,false
2026-11-07,false,false,false,false
2026-11-08,false,false,false,false
2026-11-09,false,false,false,false
2026-11-10,false,false,false,false
2026-11-11,false,false,false,false
2026-11-12,false,false,false,false
2026-11-13,false,false,false,false
2026-11-14,false,false,false,false
2026-11-15,false,false,false,false
2026-11-16,false,false,false,false
2026-11-17,false,true,false,false
2026-11-18,false,false,true,false
2026-11-19,true,false,false,true
2026-11-20,false,false,false,false
2026-11-21,false,false,false,false
2026-11-22,false,false,false,false
2026-11-23,false,false,false,false
2026-11-24,false,false,false,false
2026-11-25,false,false,false,false
2026-11-26,false,false,false,false
2026-11-27,false,false,false,false
2026-11-28,false,false,false,false
2026-11-29,false,false,false,false
2026-11-30,false,false,false,false
2026-12-01,false,false,false,false
2026-12-02,false,false,false,false
2026-12-03,false,false,false,false
2026-12-04,false,false,false,false
2026-12-05,false,false,false,false
2026-12-06,false,false,false,false
2026-12-07,false,false,false,false
2026-12-08,false,false,false,false
2026-12-09,false,false,false,false
2026-12-10,false,false,false,false
2026-12-11,false,false,false,false
2026-12-12,false,false,false,false
2026-12-13,false,false,false,false
2026-12-14,false,false,false,false
2026-12-15,false,true,false,false
2026-12-16,false,false,true,false
2026-12-17,true,false,false,true
2026-12-18,false,false,false,false
2026-12-19,false,false,false,false
2026-12-20,false,false,false,false
2026-12-21,false,false,false,false
2026-12-22,false,false,false,false
2026-12-23,false,false,false,false
2026-12-24,false,false,false,false
2026-12-25,false,false,false,false
2026-12-26,false,false,false,false
2026-12-27,false,false,false,false
2026-12-28,false,false,false,false
2026-12-29,false,false,false,false
2026-12-30,false,false,false,false
2026-12-31,false,false,false,false
